city,country,lat,lon,source,oid,state,comments
Burnaby,Canada,49.25,-122.95,manually from http://www.astro.com/atlas/,510,BC,NULL
Lake Cowichan,Canada,48.8333,-124.05,manually from http://www.astro.com/atlas/,511,BC,NULL
Canberra,Australia,-35.2833,149.133,manually from http://www.astro.com/atlas/,512,NULL,NULL
Toronto,Canada,43.65,-79.3833,manually from http://www.astro.com/atlas/,513,NULL,NULL
Leeuwarden,Netherlands,53.2,5.8,manually from http://www.astro.com/atlas/,514,NULL,NULL
Wiener Neustadt,Austria,47.8167,16.25,manually from http://www.astro.com/atlas/,515,NULL,NULL
Montreal,Canada,45.5167,-73.5667,manually from http://www.astro.com/atlas/,516,NULL,NULL
Poitiers,France,46.5833,0.333333,manually from http://www.astro.com/atlas/,517,NULL,NULL
Toulouse,France,43.6,1.43333,manually from http://www.astro.com/atlas/,518,NULL,NULL
Vancouver,Canada,49.2667,-123.117,manually from http://www.astro.com/atlas/,519,BC,NULL
Geneva,Switzerland,46.2,6.15,manually from http://www.astro.com/atlas/,520,NULL,NULL
Nancy,France,48.6833,6.2,manually from http://www.astro.com/atlas/,521,NULL,NULL
Strasbourg,France,48.5833,7.75,manually from http://www.astro.com/atlas/,522,NULL,NULL
St. John,Canada,45.2667,-66.05,manually from http://www.astro.com/atlas/,523,NB,NULL
Kingston,Jamaica,17.9833,-76.8167,http://www.infoplease.com/ipa/A0001769.html,524,NULL,NULL
Kinshasa,Congo,-4.3,15.2833,http://www.infoplease.com/ipa/A0001769.html,525,NULL,NULL
La Paz,Bolivia,-16.45,-68.3667,http://www.infoplease.com/ipa/A0001769.html,526,NULL,NULL
Leeds,United Kingdom,53.75,-1.5,http://www.infoplease.com/ipa/A0001769.html,527,NULL,NULL
Lima,Peru,-12,-77.0333,http://www.infoplease.com/ipa/A0001769.html,528,NULL,NULL
Lisbon,Portugal,38.7333,-9.15,http://www.infoplease.com/ipa/A0001769.html,529,NULL,NULL
Liverpool,United Kingdom,53.4167,-3,http://www.infoplease.com/ipa/A0001769.html,530,NULL,NULL
Lyons,France,45.75,4.83333,http://www.infoplease.com/ipa/A0001769.html,531,NULL,NULL
Madrid,Spain,40.4333,-3.7,http://www.infoplease.com/ipa/A0001769.html,532,NULL,NULL
Manchester,United Kingdom,53.5,-2.25,http://www.infoplease.com/ipa/A0001769.html,533,NULL,NULL
Manila,Philippines,14.5833,120.95,http://www.infoplease.com/ipa/A0001769.html,534,NULL,NULL
Marseilles,France,43.3333,5.33333,http://www.infoplease.com/ipa/A0001769.html,535,NULL,NULL
Mazatlan,Mexico,23.2,-106.417,http://www.infoplease.com/ipa/A0001769.html,536,NULL,NULL
Mecca,Saudi Arabia,21.4833,39.75,http://www.infoplease.com/ipa/A0001769.html,537,NULL,NULL
Melbourne,Australia,-37.7833,144.967,http://www.infoplease.com/ipa/A0001769.html,538,NULL,NULL
Mexico City,Mexico,19.4333,-99.1167,http://www.infoplease.com/ipa/A0001769.html,539,NULL,NULL
Milan,Italy,45.45,9.16667,http://www.infoplease.com/ipa/A0001769.html,540,NULL,NULL
Montevideo,Uruguay,-34.8833,-56.1667,http://www.infoplease.com/ipa/A0001769.html,541,NULL,NULL
Moscow,Russia,55.75,37.6,http://www.infoplease.com/ipa/A0001769.html,542,NULL,NULL
Munich,Germany,48.1333,11.5833,http://www.infoplease.com/ipa/A0001769.html,543,NULL,NULL
Nagasaki,Japan,32.8,129.95,http://www.infoplease.com/ipa/A0001769.html,544,NULL,NULL
Nagoya,Japan,35.1167,136.933,http://www.infoplease.com/ipa/A0001769.html,545,NULL,NULL
Nairobi,Kenya,-1.41667,36.9167,http://www.infoplease.com/ipa/A0001769.html,546,NULL,NULL
Nanking,China,32.05,118.883,http://www.infoplease.com/ipa/A0001769.html,547,NULL,NULL
Nanjing,China,32.05,118.883,http://www.infoplease.com/ipa/A0001769.html,548,NULL,NULL
Naples,Italy,40.8333,14.25,http://www.infoplease.com/ipa/A0001769.html,549,NULL,NULL
Newcastle-on-Tyne,United Kingdom,54.9667,-1.61667,http://www.infoplease.com/ipa/A0001769.html,550,NULL,NULL
Odessa,Ukraine,46.45,30.8,http://www.infoplease.com/ipa/A0001769.html,551,NULL,NULL
Osaka,Japan,34.5333,135.5,http://www.infoplease.com/ipa/A0001769.html,552,NULL,NULL
Oslo,Norway,59.95,10.7,http://www.infoplease.com/ipa/A0001769.html,553,NULL,NULL
Panama City,Panama,8.96667,-79.5333,http://www.infoplease.com/ipa/A0001769.html,554,NULL,NULL
Paramaribo,Suriname,5.75,-55.25,http://www.infoplease.com/ipa/A0001769.html,555,NULL,NULL
Paris,France,48.8,2.33333,http://www.infoplease.com/ipa/A0001769.html,556,NULL,NULL
Perth,Australia,-31.95,115.867,http://www.infoplease.com/ipa/A0001769.html,557,NULL,NULL
Plymouth,United Kingdom,50.4167,-4.08333,http://www.infoplease.com/ipa/A0001769.html,558,NULL,NULL
Port Moresby,Papua New Guinea,-9.41667,147.133,http://www.infoplease.com/ipa/A0001769.html,559,NULL,NULL
Prague,Czech Republic,50.0833,14.4333,http://www.infoplease.com/ipa/A0001769.html,560,NULL,NULL
Rangoon,Burma,16.8333,96,http://www.infoplease.com/ipa/A0001769.html,561,NULL,NULL
Reykjavik,Iceland,64.0667,-21.9667,http://www.infoplease.com/ipa/A0001769.html,562,NULL,NULL
Rio De Janeiro,Brazil,-22.95,-43.2,http://www.infoplease.com/ipa/A0001769.html,563,NULL,NULL
Rome,Italy,41.9,12.45,http://www.infoplease.com/ipa/A0001769.html,564,NULL,NULL
Salvador,Brazil,-12.9333,-38.45,http://www.infoplease.com/ipa/A0001769.html,565,NULL,NULL
Santiago,Chile,-33.4667,-70.75,http://www.infoplease.com/ipa/A0001769.html,566,NULL,NULL
St. Petersburg,Russia,59.9333,30.3,http://www.infoplease.com/ipa/A0001769.html,567,NULL,NULL
Sao Paulo,Brazil,-23.5167,-46.5167,http://www.infoplease.com/ipa/A0001769.html,568,NULL,NULL
Shanghai,China,31.1667,121.467,http://www.infoplease.com/ipa/A0001769.html,569,NULL,NULL
Singapore,Singapore,1.23333,103.917,http://www.infoplease.com/ipa/A0001769.html,570,NULL,NULL
Sofia,Bulgaria,42.6667,23.3333,http://www.infoplease.com/ipa/A0001769.html,571,NULL,NULL
Stockholm,Sweden,59.2833,18.05,http://www.infoplease.com/ipa/A0001769.html,572,NULL,NULL
Sydney,Australia,-34,151,http://www.infoplease.com/ipa/A0001769.html,573,NULL,NULL
Tananarive,Madagascar,-18.8333,47.55,http://www.infoplease.com/ipa/A0001769.html,574,NULL,NULL
Tehran,Iran,35.75,51.75,http://www.infoplease.com/ipa/A0001769.html (altered),575,NULL,used more conventional spelling
Tokyo,Japan,35.6667,139.75,http://www.infoplease.com/ipa/A0001769.html,576,NULL,NULL
Tripoli,Libya,32.95,13.2,http://www.infoplease.com/ipa/A0001769.html,577,NULL,NULL
Venice,Italy,45.4333,12.3333,http://www.infoplease.com/ipa/A0001769.html,578,NULL,NULL
Veracruz,Mexico,19.1667,-96.1667,http://www.infoplease.com/ipa/A0001769.html,579,NULL,NULL
Vienna,Austria,48.2333,16.3333,http://www.infoplease.com/ipa/A0001769.html,580,NULL,NULL
Aberdeen,Scotland,57.15,-2.15,http://www.infoplease.com/ipa/A0001769.html,581,NULL,NULL
Adelaide,Australia,-34.9167,138.6,http://www.infoplease.com/ipa/A0001769.html,582,NULL,NULL
Algiers,Algeria,36.8333,3,http://www.infoplease.com/ipa/A0001769.html,583,NULL,NULL
Amsterdam,Netherlands,52.3667,4.88333,http://www.infoplease.com/ipa/A0001769.html,584,NULL,NULL
Ankara,Turkey,39.9167,32.9167,http://www.infoplease.com/ipa/A0001769.html,585,NULL,NULL
Asuncion,Paraguay,-25.25,-57.6667,http://www.infoplease.com/ipa/A0001769.html,586,NULL,NULL
Athens,Greece,37.9667,23.7167,http://www.infoplease.com/ipa/A0001769.html,587,NULL,NULL
Auckland,New Zealand,-36.8667,174.75,http://www.infoplease.com/ipa/A0001769.html,588,NULL,NULL
Bangkok,Thailand,13.75,100.5,http://www.infoplease.com/ipa/A0001769.html,589,NULL,NULL
Barcelona,Spain,41.3833,2.15,http://www.infoplease.com/ipa/A0001769.html,590,NULL,NULL
Beijing,China,39.9167,116.417,http://www.infoplease.com/ipa/A0001769.html,591,NULL,NULL
Belem,Brazil,-1.46667,-48.4833,http://www.infoplease.com/ipa/A0001769.html,592,NULL,NULL
Belfast,Northern Ireland,54.6167,-5.93333,http://www.infoplease.com/ipa/A0001769.html,593,NULL,NULL
Belgrade,Yugoslavia,44.8667,20.5333,http://www.infoplease.com/ipa/A0001769.html,594,NULL,NULL
Berlin,Germany,52.5,13.4167,http://www.infoplease.com/ipa/A0001769.html,595,NULL,NULL
Birmingham,United Kingdom,52.4167,-1.91667,http://www.infoplease.com/ipa/A0001769.html,596,NULL,NULL
Bogota,Colombia,4.53333,-74.25,http://www.infoplease.com/ipa/A0001769.html,597,NULL,NULL
Bombay,India,19,72.8,http://www.infoplease.com/ipa/A0001769.html,598,NULL,NULL
Bordeaux,France,44.8333,-0.516667,http://www.infoplease.com/ipa/A0001769.html,599,NULL,NULL
Bremen,Germany,53.0833,8.81667,http://www.infoplease.com/ipa/A0001769.html,600,NULL,NULL
Brisbane,Australia,-27.4833,153.133,http://www.infoplease.com/ipa/A0001769.html,601,NULL,NULL
Bristol,United Kingdom,51.4667,-2.58333,http://www.infoplease.com/ipa/A0001769.html,602,NULL,NULL
Brussels,Belgium,50.8667,4.36667,http://www.infoplease.com/ipa/A0001769.html,603,NULL,NULL
Bucharest,Romania,44.4167,26.1167,http://www.infoplease.com/ipa/A0001769.html,604,NULL,NULL
Budapest,Hungary,47.5,19.0833,http://www.infoplease.com/ipa/A0001769.html,605,NULL,NULL
Buenos Aires,Argentina,-34.5833,-58.3667,http://www.infoplease.com/ipa/A0001769.html,606,NULL,NULL
Cairo,Egypt,30.0333,31.35,http://www.infoplease.com/ipa/A0001769.html,607,NULL,NULL
Calcutta,India,22.5667,88.4,http://www.infoplease.com/ipa/A0001769.html,608,NULL,NULL
Canton,China,23.1167,113.25,http://www.infoplease.com/ipa/A0001769.html,609,NULL,NULL
Cape Town,South Africa,-33.9167,18.3667,http://www.infoplease.com/ipa/A0001769.html,610,NULL,NULL
Caracas,Venezuela,10.4667,-67.0333,http://www.infoplease.com/ipa/A0001769.html,611,NULL,NULL
Cayenne,French Guiana,4.81667,-52.3,http://www.infoplease.com/ipa/A0001769.html,612,NULL,NULL
Chihuahua,Mexico,28.6167,-106.083,http://www.infoplease.com/ipa/A0001769.html,613,NULL,NULL
Chongqing,China,29.7667,106.567,http://www.infoplease.com/ipa/A0001769.html,614,NULL,NULL
Copenhagen,Denmark,55.6667,12.5667,http://www.infoplease.com/ipa/A0001769.html,615,NULL,NULL
Cordoba,Argentina,-31.4667,-64.1667,http://www.infoplease.com/ipa/A0001769.html,616,NULL,NULL
Dakar,Senegal,14.6667,-17.4667,http://www.infoplease.com/ipa/A0001769.html,617,NULL,NULL
Darwin,Australia,-12.4667,130.85,http://www.infoplease.com/ipa/A0001769.html,618,NULL,NULL
Djibouti,Djibouti,11.5,43.05,http://www.infoplease.com/ipa/A0001769.html,619,NULL,NULL
Dublin,Ireland,53.3333,-6.25,http://www.infoplease.com/ipa/A0001769.html,620,NULL,NULL
Durban,South Africa,-29.8833,30.8833,http://www.infoplease.com/ipa/A0001769.html,621,NULL,NULL
Edinburgh,Scotland,55.9167,-3.16667,http://www.infoplease.com/ipa/A0001769.html,622,NULL,NULL
Frankfurt,Germany,50.1167,8.68333,http://www.infoplease.com/ipa/A0001769.html,623,NULL,NULL
Georgetown,Guyana,6.75,-58.25,http://www.infoplease.com/ipa/A0001769.html,624,NULL,NULL
Glasgow,Scotland,55.8333,-4.25,http://www.infoplease.com/ipa/A0001769.html,625,NULL,NULL
Guatemala City,Guatemala,14.6167,-90.5167,http://www.infoplease.com/ipa/A0001769.html,626,NULL,NULL
Guayaquil,Ecuador,-2.16667,-79.9333,http://www.infoplease.com/ipa/A0001769.html,627,NULL,NULL
Hamburg,Germany,53.55,10.0333,http://www.infoplease.com/ipa/A0001769.html,628,NULL,NULL
Hammerfest,Norway,70.6333,23.6333,http://www.infoplease.com/ipa/A0001769.html,629,NULL,NULL
Havana,Cuba,23.1333,-82.3833,http://www.infoplease.com/ipa/A0001769.html,630,NULL,NULL
Helsinki,Finland,60.1667,25,http://www.infoplease.com/ipa/A0001769.html,631,NULL,NULL
Hobart,Tasmania,-42.8667,147.317,http://www.infoplease.com/ipa/A0001769.html,632,NULL,NULL
Iquique,Chile,-20.1667,-70.1167,http://www.infoplease.com/ipa/A0001769.html,633,NULL,NULL
Irkutsk,Russia,52.5,104.333,http://www.infoplease.com/ipa/A0001769.html,634,NULL,NULL
Jakarta,Indonesia,-6.26667,106.8,http://www.infoplease.com/ipa/A0001769.html,635,NULL,NULL
Johannesburg,South Africa,-26.2,28.0667,http://www.infoplease.com/ipa/A0001769.html,636,NULL,NULL
Dusseldorf,Germany,51.2,6.78333,manually from http://www.astro.com/atlas/,637,NULL,NULL
Bagnolet,France,48.8667,2.41667,manually from http://www.astro.com/atlas/,638,NULL,NULL
Aubervilliers,France,48.9167,2.38333,manually from http://www.astro.com/atlas/,639,NULL,NULL
Waterloo,Canada,43.4667,-80.5167,manually from http://www.astro.com/atlas/,640,ON,NULL
Dortmund,Germany,51.5167,7.46667,manually from http://www.astro.com/atlas/,641,NULL,NULL
Wuppertal,Germany,51.2667,7.18333,manually from http://www.astro.com/atlas/,642,NULL,NULL
Delft,Netherlands,52.0167,4.36667,manually from http://www.astro.com/atlas/,643,NULL,NULL
Den Haag,Netherlands,52.0833,4.31667,manually from http://www.astro.com/atlas/,644,NULL,NULL
Regina,Canada,50.4167,-104.65,manually from http://www.astro.com/atlas/,645,SK,NULL
Stuttgart,Germany,48.7667,9.18333,manually from http://www.astro.com/atlas/,646,NULL,NULL
Koeln,Germany,50.9333,6.98333,manually from http://www.astro.com/atlas/,647,NULL,NULL
Aachen,Germany,50.7833,6.08333,manually from http://www.astro.com/atlas/,648,NULL,NULL
Namur,Belgium,50.4667,4.86667,manually from http://www.astro.com/atlas/,649,NULL,NULL
Scarborough,Canada,43.7333,-79.2667,manually from http://www.astro.com/atlas/,650,ON,NULL
Hilversum,Netherlands,52.2333,5.18333,manually from http://www.astro.com/atlas/,651,NULL,NULL
Pennant Station,Canada,50.55,-108.2,manually from http://www.astro.com/atlas/,652,SK,NULL
Grenoble,France,45.1667,5.71667,manually from http://www.astro.com/atlas/,653,NULL,NULL
Lyon,France,45.75,4.85,manually from http://www.astro.com/atlas/,654,NULL,NULL
Trondheim,Norway,63.4167,10.4167,manually from http://www.astro.com/atlas/,655,NULL,NULL
Bergen,Norway,60.3833,5.33333,manually from http://www.astro.com/atlas/,656,NULL,NULL
Rotterdam,Netherlands,51.9167,4.48333,manually from http://www.astro.com/atlas/,657,NULL,NULL
Karlsruhe,Germany,49.05,8.4,manually from http://www.astro.com/atlas/,658,NULL,NULL
Freiburg,Germany,50.9167,16.25,manually from http://www.astro.com/atlas/,659,NULL,NULL
Ottawa,Canada,45.4167,-75.7,manually from http://www.astro.com/atlas/,660,ON,NULL
Heidelberg,Germany,49.4167,8.71667,manually from http://www.astro.com/atlas/,661,NULL,NULL
Enschede,Netherlands,52.2167,6.9,manually from http://www.astro.com/atlas/,662,NULL,NULL
Groningen,Netherlands,53.2167,6.56667,manually from http://www.astro.com/atlas/,663,NULL,NULL
Calgary,Canada,51.05,-114.083,manually from http://www.astro.com/atlas/,664,AB,NULL
Erlangen,Germany,49.6,11.0167,manually from http://www.astro.com/atlas/,665,NULL,NULL
Hannover,Germany,52.4,9.73333,manually from http://www.astro.com/atlas/,666,NULL,NULL
Leipzig,Germany,51.3167,12.3333,manually from http://www.astro.com/atlas/,667,NULL,NULL
Ilmenau,Germany,50.6833,10.9167,manually from http://www.astro.com/atlas/,668,NULL,NULL
Porto Alegre,Brazil,-30.0333,-51.2167,manually from http://www.bcca.org/misc/qiblih/latlong_oc.html,669,NULL,NULL
Curitiba,Brazil,-25.4167,-49.2833,manually from http://www.bcca.org/misc/qiblih/latlong_oc.html,670,NULL,NULL
Hamilton,Canada,43.25,-79.85,manually from http://www.astro.com/atlas/,671,NULL,NULL
Laurentides,Canada,45.85,-73.7667,manually from http://www.astro.com/atlas/,672,QU,NULL
Belo Horizonte,Brazil,-19.8167,-43.95,manually from http://www.astro.com/atlas/,673,NULL,NULL
Malmo,Sweden,55.6,13,manually from http://www.astro.com/atlas/,674,NULL,NULL
Delhi,India,28.6667,77.2167,manually from http://www.astro.com/atlas/,675,NULL,NULL
Eindhoven,Netherlands,51.45,5.48333,manually from http://www.astro.com/atlas/,676,NULL,NULL
Kingston,Canada,44.2333,-76.5,manually from http://www.astro.com/atlas/,677,NULL,NULL
Southport,Australia,-27.9667,153.417,manually from http://www.astro.com/atlas/,678,NULL,NULL
Winnipeg,Canada,49.8833,-97.15,manually from http://www.astro.com/atlas/,679,MB,NULL
Bratislava,Slovakia,48.15,17.1167,manually from http://www.astro.com/atlas/,680,NULL,NULL
Marburg,Germany,50.8167,8.76667,manually from http://www.astro.com/atlas/,681,NULL,NULL
Augsburg,Germany,48.3833,10.8833,manually from http://www.astro.com/atlas/,682,NULL,NULL
Oldenburg,Germany,53.1333,8.21667,manually from http://www.astro.com/atlas/,683,NULL,NULL
Ulm,Germany,48.4,10,manually from http://www.astro.com/atlas/,684,NULL,NULL
Wurzburg,Germany,49.8,9.93333,manually from http://www.astro.com/atlas/,685,NULL,NULL
Bilbao,Spain,43.25,-2.96667,manually from http://www.astro.com/atlas/,686,NULL,NULL
Lille,France,50.6333,3.06667,manually from http://www.astro.com/atlas/,687,NULL,NULL
Gent,Belgium,51.05,3.71667,manually from http://www.astro.com/atlas/,688,NULL,NULL
Gosford,Australia,-33.4333,151.35,manually from http://www.astro.com/atlas/,689,NULL,NULL
Hong Kong,China,22.2833,114.15,manually from http://www.astro.com/atlas/,690,NULL,NULL
Halifax,Canada,44.65,-63.6,manually from http://www.astro.com/atlas/,691,NS,NULL
Kobe,Japan,34.6833,135.167,manually from http://www.astro.com/atlas/,692,NULL,NULL
Chiba,Japan,35.6,140.117,manually from http://www.astro.com/atlas/,693,NULL,NULL
Vladivostok,Russia,43.1667,132,http://www.infoplease.com/ipa/A0001769.html,694,NULL,NULL
Warsaw,Poland,52.2333,21,http://www.infoplease.com/ipa/A0001769.html,695,NULL,NULL
Wellington,New Zealand,-41.2833,174.783,http://www.infoplease.com/ipa/A0001769.html,696,NULL,NULL
Zurich,Switzerland,47.35,8.51667,http://www.infoplease.com/ipa/A0001769.html,697,NULL,NULL
Yokohama,Japan,35.45,139.65,manually from http://www.astro.com/atlas/,698,NULL,NULL
Ballarat,Australia,-37.5667,143.867,manually from http://www.astro.com/atlas/,699,VIC,NULL
Shinkawa,Japan,35.15,136.833,manually from http://www.astro.com/atlas/,700,NULL,NULL
