	4.20.236.3.rivnet.net
ins	so-1-0-0.icr1.lon2.ins.cw.net
ins	so-1-0-0.icr1.man1.ins.cw.net
ins	so-1-0-0.icr2.dub1.ins.cw.net
Irvine2oc	ahr1-ge-2-0.Irvine2oc2.cw.net
Irvine2oc	ahr1-pos-0-0.Irvine2oc2.cw.net
Irvine2oc	ahr2-pos-0-0.Irvine2oc2.cw.net
Irvine2oc	csr11-ve240.Irvine2oc2.cw.net
Irvine2oc	csr11-ve243.Irvine2oc2.cw.net
Irvine2oc	csr2-ve240.Irvine2oc2.cw.net
isc	abr2-Loopback.isc.cw.net
isc	car1-GigabitEthernet1-2.isc.cw.net
isc	car2-GigabitEthernet1-2.isc.cw.net
isc	car2-GigabitEthernet2-2.isc.cw.net
is	nj2nsrtr.is.cw.net
Jerseycitynj	bhr1-pos-0-0.Jerseycitynj1.cw.net
Jerseycitynj	bhr1-pos-10-0.Jerseycitynj1.cw.net
Jerseycitynj	csr1-ve240.Jerseycitynj1.cw.net
Jerseycitynj	csr21-ve240.Jerseycitynj1.cw.net
Jerseycitynj	csr22-ve243.Jerseycitynj1.cw.net
KansasCity	acr1-loopback.KansasCity.cw.net
KansasCity	acr2-loopback.KansasCity.cw.net
KansasCity	applied-personal-computing.KansasCity.cw.net
KansasCity	bar1-loopback.KansasCity.cw.net
KansasCity	bar4-loopback.KansasCity.cw.net
KansasCity	bar5-loopback.KansasCity.cw.net
KansasCity	bar7-loopback.KansasCity.cw.net
KansasCity	bar8-loopback.KansasCity.cw.net
KansasCity	border7-fddi-0.KansasCity.cw.net
KansasCity	bordercore1.KansasCity.cw.net
KansasCity	borderx2-fddi-1.KansasCity.cw.net
KansasCity	core1.KansasCity.cw.net
KansasCity	core2.KansasCity.cw.net
KansasCity	internet-nebraska-corporation.KansasCity.cw.net
KansasCity	iowa-network-services.KansasCity.cw.net
KansasCitykcd	acr2-loopback.KansasCitykcd.cw.net
KansasCity	lisco.KansasCity.cw.net
KansasCity	mix1-fddi-0.KansasCity.cw.net
KansasCity	multi-service.KansasCity.cw.net
KansasCity	rural-connections.KansasCity.cw.net
KansasCity	southwest-data-systems.KansasCity.cw.net
KansasCity	tri-lakes-net.KansasCity.cw.net
lax	so-0-0-0-ecr1.lax.cw.net
lnd	aar2.lnd.cw.net
lnd	bcr1.lnd.cw.net
lnd	bcr2.lnd.cw.net
lnd	bulldog-gw.dcr2.lnd.cw.net
lnd	cable-and-wireless1.lnd.cw.net
LND	compaq-computer-corp.LND.cw.net
lnd	exxon-mobil1.lnd.cw.net
lnd	ge-5-0-0-dcr1.lnd.cw.net
lnd	har2.lnd.cw.net
lnd	iar1.lnd.cw.net
lnd	jersey-telecom1.lnd.cw.net
LNDlo	ahr2-pos-0-0.LNDlo1.cw.net
lnd	ntl1.lnd.cw.net
LND	ntl.LND.cw.net
lnd	reuters-ltd1.lnd.cw.net
lnd	so-1-0-0-dcr2.lnd.cw.net
lnd	so-4-0-0-bcr1.lnd.cw.net
lnd	so-4-0-0-bcr2.lnd.cw.net
lnd	so-7-0-0-dcr2.lnd.cw.net
lnd	xe-3-1-0-xcr1.lnd.cw.net
LNT	aer1-ge-3-5.LNT.cw.net
lnt	airtel-gw3.lnt.cw.net
lnt	fe10-0-yar1.lnt.cw.net
lnt	ge-0-0-0-war1.lnt.cw.net
lnt	ge-0-0-0-zpr2.lnt.cw.net
lnt	ge-2-1-0-zcr1.lnt.cw.net
lnt	ge-2-1-0-zpr1.lnt.cw.net
lnt	ge-4-0-0-zcr1.lnt.cw.net
lnt	ge-6-1-0-zcr1.lnt.cw.net
lnt	internet-solutions-ltd1.lnt.cw.net
lnt	int-solutions-gw.lnt.cw.net
LNT	lo-zcr1.LNT.cw.net
lnt	so-1-0-0-zcr1.lnt.cw.net
lnt	so-1-0-0-zcr2.lnt.cw.net
lnt	so-6-0-0-zcr1.lnt.cw.net
lnt	so-6-0-0-zcr2.lnt.cw.net
lnt	transtele-gw.lnt.cw.net
LNT	zar1-ge-0-3-0.LNT.cw.net
lo	ge-1-0-0-gar1.lo7.cw.net
London	bcr1.London.cw.net
London	bcr1-so-0-2-0.London.cw.net
London	bcr1-so-4-0-0.London.cw.net
London	bcr1-so-7-0-0.London.cw.net
London	bcr2.London.cw.net
London	bcr2-so-0-2-0.London.cw.net
London	bcr2-so-4-0-0.London.cw.net
London	bt-ignite.London.cw.net
London	bt-telecommunications.London.cw.net
London	cableandwireless-communications.London.cw.net
London	cable-and-wireless-internal-isp.London.cw.net
London	fasthost-internet-ltd.London.cw.net
London	gateway-systems-pvt-ltd.London.cw.net
London	guernsey-telecom.London.cw.net
London	har1.London.cw.net
London	iar1-loopback.London.cw.net
Londonlnt	aer1-ge-3-1.Londonlnt.cw.net
Londonlnt	aer1-ge-3-5.Londonlnt.cw.net
Londonlnt	cable-and-wireless-peering.Londonlnt.cw.net
Londonlnt	easynet-ltd.Londonlnt.cw.net
Londonlnt	internet-solutions-ltd.Londonlnt.cw.net
Londonlnt	pt-communicacioes.Londonlnt.cw.net
Londonlnt	telewest.Londonlnt.cw.net
Londonlnt	thus-plc.Londonlnt.cw.net
Londonlnt	yar1-fastethernet13-0.Londonlnt.cw.net
Londonlnt	zar1-ge-0-3-0.Londonlnt.cw.net
Londonlnt	zar1-ge-1-3-0.Londonlnt.cw.net
Londonlnt	zar1-so-2-3-0.Londonlnt.cw.net
Londonlnt	zcr1-ge-2-0-0.Londonlnt.cw.net
Londonlnt	zcr1-ge-2-1-0.Londonlnt.cw.net
Londonlnt	zcr1-loopback.Londonlnt.cw.net
Londonlnt	zcr1-so-0-0-0.Londonlnt.cw.net
Londonlnt	zcr1-so-1-0-0.Londonlnt.cw.net
Londonlnt	zcr1-so-7-0-0.Londonlnt.cw.net
Londonlnt	zcr2-6-0-0.Londonlnt.cw.net
Londonlnt	zcr2-ge-2-0-0.Londonlnt.cw.net
Londonlnt	zcr2-ge-2-1-0.Londonlnt.cw.net
Londonlnt	zcr2-loopback.Londonlnt.cw.net
Londonlnt	zpr1-ge-0-2-0.Londonlnt.cw.net
Londonlnt	zpr1-ge-0-3-0.Londonlnt.cw.net
Londonlnt	zpr1-ge-1-3-0.Londonlnt.cw.net
Londonlnt	zpr1-ge-2-1-0.Londonlnt.cw.net
Londonlnx	bcr1.Londonlnx.cw.net
Londonlnx	bcr2.Londonlnx.cw.net
Londonlnx	beyond-the-network.Londonlnx.cw.net
Londonlo	ahr2-pos-0-0.Londonlo1.cw.net
London	ntl.London.cw.net
London	ubs-private-banking-europe.London.cw.net
lo	pos-0-0-ahr2.lo1.cw.net
LosAngeles	bpr1-ae1-0.LosAngeles.cw.net
LosAngeles	bpr1-ae1.LosAngeles.cw.net
LosAngeles	bpr1-ae2-0.LosAngeles.cw.net
LosAngeles	bpr1-ae2.LosAngeles.cw.net
LosAngeles	bpr1-ge-3-0-0.LosAngeles.cw.net
LosAngeles	bpr1-so-0-0-0.LosAngeles.cw.net
LosAngeles	bpr1-so-1-0-0.LosAngeles.cw.net
LosAngeles	bpr1-so-4-0-0.LosAngeles.cw.net
LosAngeles	bpr1-so-7-0-0.LosAngeles.cw.net
LosAngeles	bpr2-ae1-0.LosAngeles.cw.net
LosAngeles	bpr2-ae1.LosAngeles.cw.net
LosAngeles	bpr2-ae3-0.LosAngeles.cw.net
LosAngeles	bpr2-ae3.LosAngeles.cw.net
LosAngeles	bpr2-ge-2-3-0.LosAngeles.cw.net
LosAngeles	bpr2-so-0-0-0.LosAngeles.cw.net
LosAngeles	bpr2-so-6-0-0.LosAngeles.cw.net
LosAngeles	bpr2-so-7-0-0.LosAngeles.cw.net
LosAngeles	cable-and-wireless-internal-isp.LosAngeles.cw.net
LosAngeles	cable-and-wireless-peering.LosAngeles.cw.net
LosAngeles	china-netcom-corporation-ltd.LosAngeles.cw.net
LosAngeles	china-network-communication-group-corporation.LosAngeles.cw.net
LosAngeles	china-unicom-corporation-limited.LosAngeles.cw.net
LosAngeles	dcr1-loopback.LosAngeles.cw.net
LosAngeles	dcr2-loopback.LosAngeles.cw.net
LosAngeles	digital-telecommunications-philippines.LosAngeles.cw.net
LosAngelesEquinix	bpr1-so-0-0-0.LosAngelesEquinix.cw.net
LosAngelesEquinix	cable-and-wireless-peering.LosAngelesEquinix.cw.net
LosAngeles	hanaro-telecom-inc.LosAngeles.cw.net
LosAngeles	internap.LosAngeles.cw.net
LosAngeles	kt-corporation.LosAngeles.cw.net
LosAngeles	kt-corporation-seoung-taek-baek.LosAngeles.cw.net
LosAngeles	new-world-telecommunications.LosAngeles.cw.net
LosAngeles	optus-networks.LosAngeles.cw.net
LosAngeles	primus-telecommunications-incorporated.LosAngeles.cw.net
lo	so-7-0-0-zcr2.lo3.cw.net
lsw	xe-8-1-0-xcr1.lsw.cw.net
ma.amhr	bar01-p0-1.amhrhe1.ma.attbb.net
ma.amhr	ubr01-p1-0.amhrhe1.ma.attbb.net
ma.amhr	ubr01-p2-0.amhrhe1.ma.attbb.net
ma.brtn	bar01-p6-0.brtnhe1.ma.attbb.net
ma.brtn	bar02-p4-0.brtnhe1.ma.attbb.net
ma.bvrl	ubr01-p1-0.bvrlhe1.ma.attbb.net
ma.bvrl	ubr01-p2-0.bvrlhe1.ma.attbb.net
ma.bvrl	ubr02-p1-0.bvrlhe1.ma.attbb.net
ma.bvrl	ubr02-p2-0.bvrlhe1.ma.attbb.net
ma.bvrl	ubr03-p2-0.bvrlhe1.ma.attbb.net
ma.chfr	bar01-d1-0.chfrhe1.ma.attbb.net
ma.cmbr	bar01-p5-0-0.cmbrhe1.ma.attbb.net
ma.cmbr	bar02-p2-0.cmbrhe1.ma.attbb.net
ma.cmbr	bar02-p6-0.cmbrhe1.ma.attbb.net
ma.cmbr	ubr01-p1-0.cmbrhe1.ma.attbb.net
ma.cmbr	ubr02-p1-0.cmbrhe1.ma.attbb.net
ma.cmbr	ubr02-p2-0.cmbrhe1.ma.attbb.net
ma.cmbr	ubr03-p2-0.cmbrhe1.ma.attbb.net
ma.cmbr	ubr04-p1-0.cmbrhe1.ma.attbb.net
ma.cmbr	ubr05-p1-0.cmbrhe1.ma.attbb.net
mad	auna-tocha.mad.cw.net
mad	ge-5-1-0-zcr1.mad.cw.net
mad	kpnqwest-portugal1.mad.cw.net
Madrid	accenture.Madrid.cw.net
Madrid	cable-and-wireless-internal-isp.Madrid.cw.net
Madrid	ccr1-loopback.Madrid.cw.net
Madrid	ccr1-so-0-3-0.Madrid.cw.net
Madrid	ccr1-so-1-3-0.Madrid.cw.net
Madrid	ccr2-so-0-3-2-0.Madrid.cw.net
Madrid	ccr2-so-1-3-0.Madrid.cw.net
Madrid	kpnqwest-portugal.Madrid.cw.net
mad	so-2-0-0-ccr1.mad.cw.net
mad	so-2-0-0-zcr2.mad.cw.net
MaeWest	cpe1.MaeWest.cw.net
ma.frmn	ubr02-f1-0.frmnhe1.ma.attbb.net
ma.frmn	ubr03-f1-0.frmnhe1.ma.attbb.net
ma.fxbo	ubr01-p1-0.fxbohe1.ma.attbb.net
ma.lwll	bar01-p11-0-0.lwllhe1.ma.attbb.net
ma.lwll	bar02-p2-0.lwllhe1.ma.attbb.net
ma.lwll	bar02-p4-0.lwllhe1.ma.attbb.net
ma.lwll	ubr01-p2-0.lwllhe1.ma.attbb.net
ma.lwll	ubr02-p2-0.lwllhe1.ma.attbb.net
ma.lwll	ubr03-p2-0.lwllhe1.ma.attbb.net
ma.lwll	ubr04-p2-0.lwllhe1.ma.attbb.net
ma.lwrn	bar01-a12-0.1.lwrnhe1.ma.attbb.net
ma.lwrn	bar02-p0-3.lwrnhe1.ma.attbb.net
ma.lwrn	bar02-p6-0.lwrnhe1.ma.attbb.net
ma.lwrn	ubr01-p1-0.lwrnhe1.ma.attbb.net
ma.lwrn	ubr02-p1-0.lwrnhe1.ma.attbb.net
ma.lynn	bar01-p2-0-0.lynnhe1.ma.attbb.net
ma.lynn	ubr03-p1-0.lynnhe1.ma.attbb.net
ma.lynn	ubr04-p1-0.lynnhe1.ma.attbb.net
ma.marn	ubr01-p1-0.marnhe1.ma.attbb.net
ma.mdlb	ubr01-p1-0.mdlbhe1.ma.attbb.net
ma.mefd	bar01-d5-0.mefdhe1.ma.attbb.net
ma.mldn	bar01-p0-1.mldnhe1.ma.attbb.net
ma.mldn	ubr01-p1-0.mldnhe1.ma.attbb.net
ma.mldn	ubr02-p2-0.mldnhe1.ma.attbb.net
ma.mldn	ubr03-p2-0.mldnhe1.ma.attbb.net
ma.mldn	ubr04-p1-0.mldnhe1.ma.attbb.net
ma.mldn	ubr06-p1-0.mldnhe1.ma.attbb.net
ma.mlfr	bar01-p2-0.mlfrhe1.ma.attbb.net
ma.mnsn	ubr01-p1-0.mnsnhe1.ma.attbb.net
MA.MNSN	UBR01-p1-0.MNSNHE1.MA.attbb.net
ma.mrbo	bar02-p1-0.mrbohe1.ma.attbb.net
ma.mrbo	ubr01-p1-0.mrbohe1.ma.attbb.net
ma.mrbo	ubr01-p2-0.mrbohe1.ma.attbb.net
ma.mtag	bar01-p0-2.mtaghe1.ma.attbb.net
ma.mtag	ubr01-p1-0.mtaghe1.ma.attbb.net
ma.mynr	ubr01-f1-0.mynrhe1.ma.attbb.net
ma.mynr	ubr01-f2-0.mynrhe1.ma.attbb.net
ma.mynr	ubr03-f1-0.mynrhe1.ma.attbb.net
ma.mynr	ubr03-f2-0.mynrhe1.ma.attbb.net
ma.mynr	ubr05-f2-0.mynrhe1.ma.attbb.net
ma.natn	bar01-p0-0.natnhe1.ma.attbb.net
ma.natn	ubr01-p1-0.natnhe1.ma.attbb.net
ma.nbfr	ubr01-p1-0.nbfrhe1.ma.attbb.net
ma.nbfr	ubr03-p1-0.nbfrhe1.ma.attbb.net
ma.nbpt	ubr01-p1-0.nbpthe1.ma.attbb.net
ma.nbpt	ubr02-p1-0.nbpthe1.ma.attbb.net
ma.nbpt	ubr02-p2-0.nbpthe1.ma.attbb.net
Manchester	ntl.Manchester.cw.net
Manchester	ycr2-so-0-0-0.Manchester.cw.net
ma.ndhm	bar01-p3-0.ndhmhe1.ma.attbb.net
ma.ndhm	bar01-p5-0.ndhmhe1.ma.attbb.net
ma.ndhm	bar02-p4-0.ndhmhe1.ma.attbb.net
ma.ndhm	bar02-p7-0.ndhmhe1.ma.attbb.net
ma.ntck	bar01-d0-0.ntckhe1.ma.attbb.net
ma.ntck	ubr01-p2-0.ntckhe1.ma.attbb.net
ma.qncy	ubr01-p1-0.qncyhe1.ma.attbb.net
ma.rhbt	ubr01-p1-0.rhbthe1.ma.attbb.net
ma.rhbt	ubr02-p1-0.rhbthe1.ma.attbb.net
ma.rhbt	ubr03-p2-0.rhbthe1.ma.attbb.net
ma.rhbt	ubr05-p1-0.rhbthe1.ma.attbb.net
ma.rhbt	ubr05-p2-0.rhbthe1.ma.attbb.net
ma.rhbt	ubr06-p2-0.rhbthe1.ma.attbb.net
ma.sags	ubr01-p1-0.sagshe1.ma.attbb.net
ma.sags	ubr02-p1-0.sagshe1.ma.attbb.net
ma.sctt	ubr01-p2-0.sctthe1.ma.attbb.net
ma.spfd	bar01-p0-0-0.spfdhe1.ma.attbb.net
ma.stng	bar01-p5-1-0.stnghe1.ma.attbb.net
ma.stng	ubr02-p1-0.stnghe1.ma.attbb.net
ma.wobn	bar01-p2-0-0.wobnhe1.ma.attbb.net
ma.wobn	bar01-p5-1-0.wobnhe1.ma.attbb.net
ma.wobn	bar02-p6-0.wobnhe1.ma.attbb.net
ma.wobn	bar03-p7-0.wobnhe1.ma.attbb.net
ma.wobn	bar03-p8-0.wobnhe1.ma.attbb.net
ma.wobn	ubr04-f1-0.wobnhe1.ma.attbb.net
ma.wrrn	ubr01-p1-0.wrrnhe1.ma.attbb.net
ma.wsfd	bar01-p0-0.wsfdhe1.ma.attbb.net
ma.wsfd	ubr01-p1-0.wsfdhe1.ma.attbb.net
ma.wsfd	ubr03-p1-0.wsfdhe1.ma.attbb.net
ma.wsfd	ubr04-p1-0.wsfdhe1.ma.attbb.net
ma.wsfd	ubr04-p2-0.wsfdhe1.ma.attbb.net
ma.wymo	ubr01-p1-0.wymohe1.ma.attbb.net
ma.wymo	ubr02-p1-0.wymohe1.ma.attbb.net
ma.yrmo	bar01-p0-3.yrmohe1.ma.attbb.net
ma.yrmo	ubr02-p1-0.yrmohe1.ma.attbb.net
mcr	ntl1.mcr.cw.net
mcr	so-0-0-0-ycr1.mcr.cw.net
mcr	so-0-0-0-ycr2.mcr.cw.net
MCR	ycr1-so-0-0-0.MCR.cw.net
Memphis	core3.Memphis.cw.net
mia	cablewirelessan1.mia.cw.net
mia	cablewirelessba-gw.mia.cw.net
mia	cablewirelessw-gw2.mia.cw.net
mia	cwja1.mia.cw.net
Miami	aar1-loopback.Miami.cw.net
Miami	aar4.Miami.cw.net
Miami	acr1-loopback.Miami.cw.net
Miami	acr2-loopback.Miami.cw.net
Miami	acr2-so-6-1-1.Miami.cw.net
Miami	antel.Miami.cw.net
Miami	atlanticnet-broadband.Miami.cw.net
Miami	bar1-loopback.Miami.cw.net
Miami	bar2-loopback.Miami.cw.net
Miami	bar3-loopback.Miami.cw.net
Miami	bar5-loopback.Miami.cw.net
Miami	bar5-serial4-0-0-11.Miami.cw.net
Miami	bar8-loopback.Miami.cw.net
Miami	bar9-loopback.Miami.cw.net
Miami	cable-and-wireless-bet-ltd.Miami.cw.net
Miami	cable-and-wireless.Miami.cw.net
Miami	candw-bermuda-ltd.Miami.cw.net
Miami	c-and-w-cayman-west-indies.Miami.cw.net
Miami	c-and-w-jamaica.Miami.cw.net
Miami	candw-panama.Miami.cw.net
Miami	ciberlynx.Miami.cw.net
Miami	companhia-portuguesa-radio-marconi-sa.Miami.cw.net
Miami	comsat-international.Miami.cw.net
Miami	cybergate.Miami.cw.net
Miami	dar1-loopback.Miami.cw.net
Miami	embratel.Miami.cw.net
Miami	enitel-nicaragua.Miami.cw.net
Miami	fapesp.Miami.cw.net
Miami	iar1-loopback.Miami.cw.net
Miami	iar2-loopback.Miami.cw.net
Miami	impsat-usa-inc.Miami.cw.net
Miami	innerhost.Miami.cw.net
Miami	internap.Miami.cw.net
Miami	metrored-telecom-group.Miami.cw.net
Miamimi	bhr1-pos-0-0.Miamimi1.cw.net
Miamimi	csr2-ve242.Miamimi1.cw.net
Miami	msi-of-miami-inc.Miami.cw.net
Miami	paxson-c-o-mci.Miami.cw.net
Miami	serviceco-llc.Miami.cw.net
Miami	telefonica-data-corporation.Miami.cw.net
Miami	telefonica-data-corpsa-tgsc.Miami.cw.net
Miami	telefonica-wholesale.Miami.cw.net
Miami	telemar-norte-leste-sa.Miami.cw.net
Miami	telephonica-de-espana.Miami.cw.net
Miami	tstt-ltd.Miami.cw.net
mia	ptcomm3.mia.cw.net
mia	radiomarconi-pt2.mia.cw.net
mia	so-0-0-0-ecr2.mia.cw.net
mia	so-7-0-0-1-ecr2.mia.cw.net
mia	so-7-0-0-2-ecr2.mia.cw.net
Milan	cable-and-wireless-internal-isp.Milan.cw.net
Milan	ycr1-so-0-0-0.Milan.cw.net
Milan	ycr1-so-0-1-0.Milan.cw.net
Milan	ycr1-so-0-3-1.Milan.cw.net
Milan	ycr2-ge-3-3-0-0.Milan.cw.net
Milan	ycr2-so-0-0-0.Milan.cw.net
Milan	zar1-ge-1-3-0-0.Milan.cw.net
Minneapolis	aar1.Minneapolis.cw.net
Minneapolis	acr1.Minneapolis.cw.net
Minneapolis	acr2.Minneapolis.cw.net
Minneapolis	agiliti-inc.Minneapolis.cw.net
Minneapolis	apr1.Minneapolis.cw.net
Minneapolis	bar1.Minneapolis.cw.net
Minneapolis	bar2.Minneapolis.cw.net
Minneapolis	bar3-loopback.Minneapolis.cw.net
Minneapolis	bar4-loopback.Minneapolis.cw.net
Minneapolis	gyro1-loopback.Minneapolis.cw.net
Minneapolis	infinetivity-inc.Minneapolis.cw.net
Minneapolis	iowa-network-services.Minneapolis.cw.net
Minneapolismpn	acr2.Minneapolismpn.cw.net
Minneapolismpn	bar2.Minneapolismpn.cw.net
Minneapolismpn	tds-telecom.Minneapolismpn.cw.net
Minneapolis	tds-telecom.Minneapolis.cw.net
Minneapolis	tela-inc.Minneapolis.cw.net
mlt	so-0-0-0-ycr1.mlt.cw.net
mlt	so-3-0-0-0-ycr1.mlt.cw.net
mlt	wind-telecomunicazioni-spa2.mlt.cw.net
mlu	eworks1.mlu.cw.net
mlu	ge-0-3-0-zar1.mlu.cw.net
mlu	ge-1-3-0-zar1.mlu.cw.net
mlu	monacote1-zar1.mlu.cw.net
mlu	so-1-0-0-0-ycr1.mlu.cw.net
mlu	so-1-0-0-1-ycr1.mlu.cw.net
mlu	so-1-0-0-1-ycr2.mlu.cw.net
mlu	wind1.mlu.cw.net
mlu	wind2.mlu.cw.net
mlu	wind-telecomunicazioni-spa1.mlu.cw.net
mlu	wind-telecomunicazioni-spa2.mlu.cw.net
mn.afto	bar01-p4-1-0.aftohe1.mn.attbb.net
mn.afto	bar01-p5-0-0.aftohe1.mn.attbb.net
mn.afto	ubr01-f1-0.aftohe1.mn.attbb.net
mn.anok	ubr02-p1-0.anokhe1.mn.attbb.net
mn.broo	ubr01-f1-0.broohe1.mn.attbb.net
mn.broo	ubr02-f1-0.broohe1.mn.attbb.net
mn.eaga	ubr01-p1-0.eagahe1.mn.attbb.net
mn.eaga	ubr02-f1-0.eagahe1.mn.attbb.net
mn.eaga	ubr02-f2-0.eagahe1.mn.attbb.net
mn.eaga	ubr03-f1-0.eagahe1.mn.attbb.net
mn.eaga	ubr03-p2-0.eagahe1.mn.attbb.net
mn.haml	ubr02-p1-0.hamlhe1.mn.attbb.net
mn.hast	ubr01-p2-0.hasthe1.mn.attbb.net
mn.inve	bar01-e8-0-0.invehe1.mn.attbb.net
mn.inve	bar01-p4-0-0.invehe1.mn.attbb.net
mn.inve	bar01-p4-1-0.invehe1.mn.attbb.net
mn.inve	ubr01-f1-0.invehe1.mn.attbb.net
mn.inve	ubr02-f1-0.invehe1.mn.attbb.net
mn.inve	ubr02-f2-0.invehe1.mn.attbb.net
mn.mapl	ubr01-p1-0.maplhe1.mn.attbb.net
mn.minn	ubr01-p2-0.minnhe1.mn.attbb.net
mn.minn	ubr02-p2-0.minnhe1.mn.attbb.net
mn.newh	ubr01-p1-0.newhhe1.mn.attbb.net
mn.newh	ubr02-p1-0.newhhe1.mn.attbb.net
mn.newp	ubr01-p1-0.newphe1.mn.attbb.net
mn.newp	ubr02-p1-0.newphe1.mn.attbb.net
mn.oakd	ubr01-f1-0.oakdhe1.mn.attbb.net
mn.oakd	ubr02-f2-0.oakdhe1.mn.attbb.net
mn.plym	ubr01-p1-0.plymhe1.mn.attbb.net
mn.plym	ubr01-p2-0.plymhe1.mn.attbb.net
mn.plym	ubr02-p2-0.plymhe1.mn.attbb.net
mn.rive	ubr01-p1-0.rivehe1.mn.attbb.net
mn.rose	bic03-p2-0.rosehe1.mn.attbb.net
mn.rose	ubr02-p2-0.rosehe1.mn.attbb.net
mn.shor	ubr01-p1-0.shorhe1.mn.attbb.net
mn.shor	ubr02-p1-0.shorhe1.mn.attbb.net
mn.sims	bar01-p5-0-0.simshe1.mn.attbb.net
mn.sims	ubr01-f1-0.simshe1.mn.attbb.net
mn.webs	ubr02-p2-0.webshe1.mn.attbb.net
mn.whit	ubr01-p1-0.whithe1.mn.attbb.net
Moscow	cable-and-wireless-internal-peering.Moscow.cw.net
Moscow	ttc-ostankino.Moscow.cw.net
Moscow	zao-rtcommru.Moscow.cw.net
Moscow	zar1-ge-0-3-0.Moscow.cw.net
Moscow	zar1-ge-1-3-0.Moscow.cw.net
Moscow	zcr2-so-0-0-1.Moscow.cw.net
Moscow	zcr2-so-0-0-3.Moscow.cw.net
Moscow	zcr2-so-0-3-0.Moscow.cw.net
mow	ge0-3-0-100-zar1.mow.cw.net
mow	informtelecom-xxi1.mow.cw.net
mow	so-0-0-0-zcr1.mow.cw.net
mow	so-0-3-0-zcr1.mow.cw.net
mow	so-0-3-0-zcr2.mow.cw.net
muc	as0-zcr2.muc.cw.net
muc	mnet-gw.muc.cw.net
muc	so-2-2-0-zcr2.muc.cw.net
muc	so-3-0-0-zcr2.muc.cw.net
muc	so-5-0-0-zcr2.muc.cw.net
Munich	cable-and-wireless-peering.Munich.cw.net
Munich	zcr1-so-1-2-0.Munich.cw.net
Munich	zcr1-so-4-2-2.Munich.cw.net
Munich	zcr1-so-4-2-3.Munich.cw.net
Munich	zcr2-ge-4-3-0-5.Munich.cw.net
Munich	zcr2-so-0-0-0.Munich.cw.net
Munich	zcr2-so-1-2-0-X.Munich.cw.net
Nashville	acr1-loopback.Nashville.cw.net
Nashville	acr2-loopback.Nashville.cw.net
Nashville	bar5-loopback.Nashville.cw.net
Nashville	quailifacts-systems.Nashville.cw.net
Nashville	renaissance-application-facility-llc.Nashville.cw.net
NewYork	aar7-loopback.NewYork.cw.net
NewYork	acr1-loopback.NewYork.cw.net
NewYork	acr1-so-0-1-0.NewYork.cw.net
NewYork	acr1-so-2-0-0.NewYork.cw.net
NewYork	acr1-so-7-0-0.NewYork.cw.net
NewYork	acr1-so-7-1-1.NewYork.cw.net
NewYork	acr1-sonet6-0-0-0.NewYork.cw.net
NewYork	acr1-sonet7-0-0-0.NewYork.cw.net
NewYork	acr2-atm3-0-0-0.NewYork.cw.net
NewYork	acr2-loopback.NewYork.cw.net
NewYork	acr2.NewYork.cw.net
NewYork	acr2-so-2-1-0.NewYork.cw.net
NewYork	acr2-so-3-1-0.NewYork.cw.net
NewYork	acr2-so-5-3-0-0.NewYork.cw.net
NewYork	acr2-so-5-3-0.NewYork.cw.net
NewYork	advantech.NewYork.cw.net
NewYork	agr1-loopback.NewYork.cw.net
NewYork	agr1-so-0-0-0.NewYork.cw.net
NewYork	agr1-so-2-0-0.NewYork.cw.net
NewYork	agr1-so-4-0-0.NewYork.cw.net
NewYork	agr1-so-6-0-0.NewYork.cw.net
NewYork	agr2-loopback.NewYork.cw.net
NewYork	agr2-so-0-0-0.NewYork.cw.net
NewYork	agr2-so-2-0-0.NewYork.cw.net
NewYork	agr2-so-4-0-0.NewYork.cw.net
NewYork	agr2-so-6-0-0.NewYork.cw.net
NewYork	agr3-loopback.NewYork.cw.net
NewYork	agr3-so-0-0-0.NewYork.cw.net
NewYork	agr3-so-2-0-0.NewYork.cw.net
NewYork	agr3-so-4-0-0.NewYork.cw.net
NewYork	agr3-so-6-0-0.NewYork.cw.net
NewYork	agr4-loopback.NewYork.cw.net
NewYork	agr4-so-0-0-0.NewYork.cw.net
NewYork	agr4-so-2-0-0.NewYork.cw.net
NewYork	agr4-so-4-0-0.NewYork.cw.net
NewYork	agr4-so-6-0-0.NewYork.cw.net
NewYork	america-on-line.NewYork.cw.net
NewYork	audiovox-corporation.NewYork.cw.net
NewYork	bar10-loopback.NewYork.cw.net
NewYork	bar14-loopback.NewYork.cw.net
NewYork	bar14-serial5-0-0-3.NewYork.cw.net
NewYork	bar16-serial5-0-0-8.NewYork.cw.net
NewYork	bar1-loopback.NewYork.cw.net
NewYork	bar3-loopback.NewYork.cw.net
NewYork	bar4-loopback.NewYork.cw.net
NewYork	bar5-loopback.NewYork.cw.net
NewYork	bar7-loopback.NewYork.cw.net
NewYork	bar8-loopback.NewYork.cw.net
NewYork	bar9-loopback.NewYork.cw.net
NewYork	bt-telecommunicaciones.NewYork.cw.net
NewYork	cable-and-wireless-internal-isp.NewYork.cw.net
NewYork	cable-and-wireless-peering.NewYork.cw.net
NewYork	cablevision.NewYork.cw.net
NewYork	candw-bermuda-ltd.NewYork.cw.net
NewYork	candw-panama.NewYork.cw.net
NewYork	closed-joint-stock-company-mtu-intel.NewYork.cw.net
NewYork	csc-holding-inc.NewYork.cw.net
